T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  20.00000  10.00000 120.07405  20.00041   0.15540   0.00000    0        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  70.00331   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.99284780 6.9660E-28 0.0000E+00 0.0000E+00 2.7721E-09 2.7721E-09 0.0000E+00 0.0000E+00 2.7721E-09 6.78E-06 6.90E-06   0.007 1.0000 6.9214E-06    667.602
 9101.00 0.99340993 5.4231E-28 0.0000E+00 0.0000E+00 2.7146E-09 2.7146E-09 0.0000E+00 0.0000E+00 2.7146E-09 6.63E-06 6.73E-06   0.007 1.0000 6.7529E-06    667.509
 9111.00 0.99371302 4.4870E-28 0.0000E+00 0.0000E+00 2.7314E-09 2.7314E-09 0.0000E+00 0.0000E+00 2.7314E-09 6.65E-06 6.75E-06   0.006 1.0000 6.7702E-06    668.341
 9121.00 0.99363500 4.3031E-28 0.0000E+00 0.0000E+00 2.7355E-09 2.7355E-09 0.0000E+00 0.0000E+00 2.7355E-09 6.63E-06 6.74E-06   0.006 1.0000 6.7570E-06    669.013
 9131.00 0.99351114 4.2460E-28 0.0000E+00 0.0000E+00 2.7287E-09 2.7287E-09 0.0000E+00 0.0000E+00 2.7287E-09 6.59E-06 6.70E-06   0.007 1.0000 6.7175E-06    669.549
 9141.00 0.99386102 3.4246E-28 0.0000E+00 0.0000E+00 2.6271E-09 2.6271E-09 0.0000E+00 0.0000E+00 2.6271E-09 6.33E-06 6.43E-06   0.006 1.0000 6.4440E-06    668.877
 9151.00 0.99319232 4.1854E-28 0.0000E+00 0.0000E+00 2.8061E-09 2.8061E-09 0.0000E+00 0.0000E+00 2.8061E-09 6.73E-06 6.84E-06   0.007 1.0000 6.8615E-06    671.749
 9161.00 0.99392653 2.8904E-28 0.0000E+00 0.0000E+00 2.8466E-09 2.8466E-09 0.0000E+00 0.0000E+00 2.8466E-09 6.81E-06 6.91E-06   0.006 1.0000 6.9345E-06    672.862
 9171.00 0.99354416 3.2070E-28 0.0000E+00 0.0000E+00 2.8779E-09 2.8779E-09 0.0000E+00 0.0000E+00 2.8779E-09 6.86E-06 6.97E-06   0.006 1.0000 6.9883E-06    673.861
 9181.00 0.99376971 2.7147E-28 0.0000E+00 0.0000E+00 2.8407E-09 2.8407E-09 0.0000E+00 0.0000E+00 2.8407E-09 6.75E-06 6.85E-06   0.006 1.0000 6.8738E-06    674.035
 9191.00 0.99390233 2.3702E-28 0.0000E+00 0.0000E+00 2.8420E-09 2.8420E-09 0.0000E+00 0.0000E+00 2.8420E-09 6.73E-06 6.83E-06   0.006 1.0000 6.8531E-06    674.673
 9201.00 0.99355531 2.5900E-28 0.0000E+00 0.0000E+00 2.8207E-09 2.8207E-09 0.0000E+00 0.0000E+00 2.8207E-09 6.65E-06 6.76E-06   0.006 1.0000 6.7792E-06    675.036
 9211.00 0.99351579 2.4704E-28 0.0000E+00 0.0000E+00 2.9340E-09 2.9340E-09 0.0000E+00 0.0000E+00 2.9340E-09 6.90E-06 7.01E-06   0.007 1.0000 7.0277E-06    677.016
