T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  50.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
   3.00000   3.00000  90.00786   2.00212   0.01800   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00413   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.93083876 3.1674E-24 0.0000E+00 0.0000E+00 4.5963E-09 4.5963E-09 0.0000E+00 0.0000E+00 4.5963E-09 6.01E-06 6.36E-06   0.072 1.0000 6.9214E-06    685.288
 9101.00 0.94992048 1.5937E-24 0.0000E+00 0.0000E+00 4.6027E-09 4.6027E-09 0.0000E+00 0.0000E+00 4.6027E-09 6.03E-06 6.31E-06   0.051 1.0000 6.7529E-06    685.973
 9111.00 0.96512848 6.8343E-25 0.0000E+00 0.0000E+00 4.7262E-09 4.7262E-09 0.0000E+00 0.0000E+00 4.7262E-09 6.22E-06 6.42E-06   0.035 1.0000 6.7702E-06    687.562
 9121.00 0.96274626 8.1241E-25 0.0000E+00 0.0000E+00 4.7213E-09 4.7213E-09 0.0000E+00 0.0000E+00 4.7213E-09 6.19E-06 6.40E-06   0.038 1.0000 6.7570E-06    688.160
 9131.00 0.95715034 1.3939E-24 0.0000E+00 0.0000E+00 4.6829E-09 4.6829E-09 0.0000E+00 0.0000E+00 4.6829E-09 6.11E-06 6.34E-06   0.044 1.0000 6.7175E-06    688.501
 9141.00 0.97656614 3.5943E-25 0.0000E+00 0.0000E+00 4.6133E-09 4.6133E-09 0.0000E+00 0.0000E+00 4.6133E-09 6.04E-06 6.18E-06   0.024 1.0000 6.4440E-06    688.596
 9151.00 0.95302981 1.5160E-24 0.0000E+00 0.0000E+00 4.7915E-09 4.7915E-09 0.0000E+00 0.0000E+00 4.7915E-09 6.21E-06 6.45E-06   0.048 1.0000 6.8615E-06    690.601
 9161.00 0.98194844 2.6593E-25 0.0000E+00 0.0000E+00 5.0617E-09 5.0617E-09 0.0000E+00 0.0000E+00 5.0617E-09 6.62E-06 6.72E-06   0.018 1.0000 6.9345E-06    693.232
 9171.00 0.96464288 7.8427E-25 0.0000E+00 0.0000E+00 4.9881E-09 4.9881E-09 0.0000E+00 0.0000E+00 4.9881E-09 6.46E-06 6.65E-06   0.036 1.0000 6.9883E-06    693.335
 9181.00 0.97642523 1.8791E-25 0.0000E+00 0.0000E+00 4.9900E-09 4.9900E-09 0.0000E+00 0.0000E+00 4.9900E-09 6.46E-06 6.61E-06   0.024 1.0000 6.8738E-06    693.985
 9191.00 0.98408669 6.5194E-26 0.0000E+00 0.0000E+00 5.0483E-09 5.0483E-09 0.0000E+00 0.0000E+00 5.0483E-09 6.54E-06 6.65E-06   0.016 1.0000 6.8531E-06    695.046
 9201.00 0.97404188 3.4456E-25 0.0000E+00 0.0000E+00 4.9278E-09 4.9278E-09 0.0000E+00 0.0000E+00 4.9278E-09 6.35E-06 6.49E-06   0.026 1.0000 6.7792E-06    694.801
 9211.00 0.97368652 3.7311E-25 0.0000E+00 0.0000E+00 5.1273E-09 5.1273E-09 0.0000E+00 0.0000E+00 5.1273E-09 6.59E-06 6.73E-06   0.027 1.0000 7.0277E-06    696.889
 9221.00 0.98162365 9.1378E-26 0.0000E+00 0.0000E+00 5.1533E-09 5.1533E-09 0.0000E+00 0.0000E+00 5.1533E-09 6.61E-06 6.73E-06   0.019 1.0000 6.9689E-06    697.712
 9231.00 0.98013717 1.2896E-25 0.0000E+00 0.0000E+00 5.0252E-09 5.0252E-09 0.0000E+00 0.0000E+00 5.0252E-09 6.43E-06 6.55E-06   0.020 1.0000 6.7955E-06    697.425
 9241.00 0.98481435 4.5129E-26 0.0000E+00 0.0000E+00 5.0769E-09 5.0769E-09 0.0000E+00 0.0000E+00 5.0769E-09 6.49E-06 6.59E-06   0.015 1.0000 6.7842E-06    698.437
 9251.00 0.98259288 6.5038E-26 0.0000E+00 0.0000E+00 5.1452E-09 5.1452E-09 0.0000E+00 0.0000E+00 5.1452E-09 6.55E-06 6.66E-06   0.018 1.0000 6.9007E-06    699.565
 9261.00 0.98439622 5.3895E-26 0.0000E+00 0.0000E+00 5.2472E-09 5.2472E-09 0.0000E+00 0.0000E+00 5.2472E-09 6.67E-06 6.77E-06   0.016 1.0000 6.9947E-06    700.925
 9271.00 0.98714358 2.3992E-26 0.0000E+00 0.0000E+00 5.2040E-09 5.2040E-09 0.0000E+00 0.0000E+00 5.2040E-09 6.60E-06 6.69E-06   0.013 1.0000 6.8762E-06    701.257
 9281.00 0.98393840 4.3751E-26 0.0000E+00 0.0000E+00 5.2883E-09 5.2883E-09 0.0000E+00 0.0000E+00 5.2883E-09 6.68E-06 6.79E-06   0.016 1.0000 7.0330E-06    702.488
