T F 2    2    2    0    2    2    2    2    2    2    1    0    0   0.0000.00000
    1    1    1    0    0    0  23.00000   0.00000   0.00000   0.00000   0.00000
 -99.000 -99.000 -99.000
 -99.00000 -99.00000 -99.00000  2.922360  0.000710 ! H2O & O3 COLUMNS [GM/CM2]
   36MID-LATITUDE SUMMER 
  10.00000  10.00000  90.00449   1.00000   0.00898   0.00000    1        0.00000
    0    0  172    0
   0.00000   0.00000   0.00000  20.00194   0.00000 180.00000   0.00000   0.00000
    9091.0   14286.0      10.0      10.0NW              
    0   0    0.000  0    0.000  0    1.000
    FREQ  TOT_TRANS  PTH_THRML  THRML_SCT  SURF_EMIS   SOL_SCAT  SING_SCAT  GRND_RFLT  DRCT_RFLT  TOTAL_RAD  REF_SOL  SOL@OBS   DEPTH DIR_EM    TOA_SUN BBODY_T[K]
 9091.00 0.99856216 9.2708E-28 0.0000E+00 0.0000E+00 2.8182E-10 2.8182E-10 0.0000E+00 0.0000E+00 2.8182E-10 6.88E-06 6.89E-06   0.001 1.0000 6.9214E-06    597.844
 9101.00 0.99888504 6.8155E-28 0.0000E+00 0.0000E+00 2.7600E-10 2.7600E-10 0.0000E+00 0.0000E+00 2.7600E-10 6.71E-06 6.72E-06   0.001 1.0000 6.7529E-06    597.841
 9111.00 0.99906933 5.3731E-28 0.0000E+00 0.0000E+00 2.7771E-10 2.7771E-10 0.0000E+00 0.0000E+00 2.7771E-10 6.73E-06 6.74E-06   0.001 1.0000 6.7702E-06    598.577
 9121.00 0.99903595 5.2071E-28 0.0000E+00 0.0000E+00 2.7808E-10 2.7808E-10 0.0000E+00 0.0000E+00 2.7808E-10 6.72E-06 6.73E-06   0.001 1.0000 6.7570E-06    599.180
 9131.00 0.99899369 5.1632E-28 0.0000E+00 0.0000E+00 2.7734E-10 2.7734E-10 0.0000E+00 0.0000E+00 2.7734E-10 6.68E-06 6.69E-06   0.001 1.0000 6.7175E-06    599.674
 9141.00 0.99919742 3.8897E-28 0.0000E+00 0.0000E+00 2.6702E-10 2.6702E-10 0.0000E+00 0.0000E+00 2.6702E-10 6.41E-06 6.42E-06   0.001 1.0000 6.4440E-06    599.204
 9151.00 0.99883914 5.2860E-28 0.0000E+00 0.0000E+00 2.8511E-10 2.8511E-10 0.0000E+00 0.0000E+00 2.8511E-10 6.82E-06 6.83E-06   0.001 1.0000 6.8615E-06    601.566
 9161.00 0.99926245 3.1881E-28 0.0000E+00 0.0000E+00 2.8927E-10 2.8927E-10 0.0000E+00 0.0000E+00 2.8927E-10 6.90E-06 6.90E-06   0.001 1.0000 6.9345E-06    602.532
 9171.00 0.99906242 3.8072E-28 0.0000E+00 0.0000E+00 2.9238E-10 2.9238E-10 0.0000E+00 0.0000E+00 2.9238E-10 6.95E-06 6.96E-06   0.001 1.0000 6.9883E-06    603.394
 9181.00 0.99919784 3.0797E-28 0.0000E+00 0.0000E+00 2.8858E-10 2.8858E-10 0.0000E+00 0.0000E+00 2.8858E-10 6.84E-06 6.84E-06   0.001 1.0000 6.8738E-06    603.602
 9191.00 0.99929076 2.5667E-28 0.0000E+00 0.0000E+00 2.8870E-10 2.8870E-10 0.0000E+00 0.0000E+00 2.8870E-10 6.82E-06 6.82E-06   0.001 1.0000 6.8531E-06    604.180
 9201.00 0.99910694 3.0356E-28 0.0000E+00 0.0000E+00 2.8647E-10 2.8647E-10 0.0000E+00 0.0000E+00 2.8647E-10 6.74E-06 6.75E-06   0.001 1.0000 6.7792E-06    604.533
 9211.00 0.99910164 2.9123E-28 0.0000E+00 0.0000E+00 2.9794E-10 2.9794E-10 0.0000E+00 0.0000E+00 2.9794E-10 6.99E-06 7.00E-06   0.001 1.0000 7.0277E-06    606.186
 9221.00 0.99924022 2.3077E-28 0.0000E+00 0.0000E+00 2.9647E-10 2.9647E-10 0.0000E+00 0.0000E+00 2.9647E-10 6.93E-06 6.94E-06   0.001 1.0000 6.9689E-06    606.618
 9231.00 0.99920696 2.2820E-28 0.0000E+00 0.0000E+00 2.9002E-10 2.9002E-10 0.0000E+00 0.0000E+00 2.9002E-10 6.76E-06 6.76E-06   0.001 1.0000 6.7955E-06    606.575
 9241.00 0.99927652 1.9575E-28 0.0000E+00 0.0000E+00 2.9052E-10 2.9052E-10 0.0000E+00 0.0000E+00 2.9052E-10 6.75E-06 6.75E-06   0.001 1.0000 6.7842E-06    607.190
 9251.00 0.99921411 2.0089E-28 0.0000E+00 0.0000E+00 2.9645E-10 2.9645E-10 0.0000E+00 0.0000E+00 2.9645E-10 6.86E-06 6.87E-06   0.001 1.0000 6.9007E-06    608.318
 9261.00 0.99923146 1.8581E-28 0.0000E+00 0.0000E+00 3.0145E-10 3.0145E-10 0.0000E+00 0.0000E+00 3.0145E-10 6.96E-06 6.96E-06   0.001 1.0000 6.9947E-06    609.351
 9271.00 0.99927467 1.6514E-28 0.0000E+00 0.0000E+00 2.9733E-10 2.9733E-10 0.0000E+00 0.0000E+00 2.9733E-10 6.84E-06 6.84E-06   0.001 1.0000 6.8762E-06    609.535
 9281.00 0.99918914 1.7429E-28 0.0000E+00 0.0000E+00 3.0506E-10 3.0506E-10 0.0000E+00 0.0000E+00 3.0506E-10 6.99E-06 7.00E-06   0.001 1.0000 7.0330E-06    610.818
 9291.00 0.99924505 1.5314E-28 0.0000E+00 0.0000E+00 3.0522E-10 3.0522E-10 0.0000E+00 0.0000E+00 3.0522E-10 6.98E-06 6.98E-06   0.001 1.0000 7.0135E-06    611.401
 9301.00 0.99919313 1.5430E-28 0.0000E+00 0.0000E+00 2.9964E-10 2.9964E-10 0.0000E+00 0.0000E+00 2.9964E-10 6.82E-06 6.83E-06   0.001 1.0000 6.8637E-06    611.452
 9311.00 0.99917805 1.4857E-28 0.0000E+00 0.0000E+00 3.0588E-10 3.0588E-10 0.0000E+00 0.0000E+00 3.0588E-10 6.94E-06 6.95E-06   0.001 1.0000 6.9849E-06    612.597
