schema_version,case_id,band,atmosphere_model,aerosol_model,humidity_profile,target_alt_km,visibility_km,solar_zenith_deg,direct_shortwave_solar_irradiance_W_m2,diffuse_shortwave_down_irradiance_W_m2,flux_direct_horizontal_qc_W_m2,irradiance_unit,spectral_range_um,response_mode,direct_source_field,diffuse_source_field,flux_direct_policy,raw_solar_unit,raw_flux_unit,conversion_method,source_case_ids,source_files,source_sha256
1,SWHEAT_tar10_vis23_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,23,45,1176.02910866,186.759691855,729.632104052,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis23_aerRural_humdefault_sza45;SWHEAT_flux_tar10_vis23_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis23_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis23_aerRural_humdefault_sza45\spectral_flux.flx,e8d075b118c01d36ca454031d93159821334987bb4f5ed068097d557d64b1a66;651049c6f798ee84059b5c919755bc77b1ef16d6d8b561a3fd8bc02262b5e896
1,SWHEAT_tar10_vis23_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,23,70,1105.85419866,145.733872087,269.219120292,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis23_aerRural_humdefault_sza70;SWHEAT_flux_tar10_vis23_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis23_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis23_aerRural_humdefault_sza70\spectral_flux.flx,9147f38e3b5bb943b68bcf3d5d01e3c6eb1cdf6099383fe897afff756fceb7d5;eb4ee5c42a43b86b7d21039f978fa5727e3c0e81e877af0e152c4b9bde9497b4
1,SWHEAT_tar10_vis50_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,50,20,1194.77700146,200.27075941,1034.07066822,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis50_aerRural_humdefault_sza20;SWHEAT_flux_tar10_vis50_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis50_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis50_aerRural_humdefault_sza20\spectral_flux.flx,e21fa4f4f25f40fe71ee396ca25a2e1931675050ecb15446921b3aeafc0cc9f5;933930ea8041d4a55676ea6d5945202a671ef9ff767d65b63eeaddd717a22a23
1,SWHEAT_tar10_vis50_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,50,45,1176.02910866,186.504709873,729.632104052,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis50_aerRural_humdefault_sza45;SWHEAT_flux_tar10_vis50_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis50_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis50_aerRural_humdefault_sza45\spectral_flux.flx,4630c0d7b868eacee76ec461d8c06d3ece80f40a2fee177fa9d168686ec5e6db;0cb39faad94e7e1cb7db270d249c474726ffbe14b40ce8f970f27b90a00e6e15
1,SWHEAT_tar10_vis50_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,50,70,1105.85419866,145.055170143,269.219120292,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis50_aerRural_humdefault_sza70;SWHEAT_flux_tar10_vis50_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis50_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis50_aerRural_humdefault_sza70\spectral_flux.flx,8ad965b40c7d43976761e60271cd8b53d5f2ee3cc6a07dd7c1dc5976e16ba1d4;28b728008a0c5c96e24489b0a650d5f549e997ec0acf2d53989a67a3ff8dcbc7
1,SWHEAT_tar15_vis5_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,5,20,1225.01979845,18.4303502807,1228.83564287,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis5_aerRural_humdefault_sza20;SWHEAT_flux_tar15_vis5_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis5_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis5_aerRural_humdefault_sza20\spectral_flux.flx,01efb49554d3a5759b38200c608a2245be19fee2f1318b0e0a3cd8d53a51e641;8f542b056ec6365402a3f4f7a8c3a32555080fc214dfef1fc696314e711bacb4
1,SWHEAT_tar15_vis5_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,5,45,1213.92949701,17.3888653432,916.323694574,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis5_aerRural_humdefault_sza45;SWHEAT_flux_tar15_vis5_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis5_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis5_aerRural_humdefault_sza45\spectral_flux.flx,3ed76fe0f4eb69b3799dfbc9e99b7f92c859c55cd833518820a2f036c48cc4b0;2ffaeeb36462244a2d74406de04c0469b62944a86e150fb9702f5db336757241
1,SWHEAT_tar15_vis5_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,5,70,1171.13232685,14.3377969891,427.600461958,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis5_aerRural_humdefault_sza70;SWHEAT_flux_tar15_vis5_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis5_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis5_aerRural_humdefault_sza70\spectral_flux.flx,ed401b277e6872b1547ae6c4c55f6430f1976bad16c9cce45fb7c490a5044d0d;a09d47a6b4d086d9d7bab43c2ccd289d0a192c48fd779e574e7865ba2011b005
1,SWHEAT_tar15_vis23_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,23,20,1225.01979845,18.6438168834,1228.83564287,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis23_aerRural_humdefault_sza20;SWHEAT_flux_tar15_vis23_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis23_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis23_aerRural_humdefault_sza20\spectral_flux.flx,e849d53a4ef59c48f68199c22f67fdd6249889148305f7e60a47544b4ef16cac;3017369209d9089e8bc3984693583df83590db0c8c37a68545fc61fc2ff7ba40
1,SWHEAT_tar15_vis23_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,23,45,1213.92949701,17.3291111049,916.323694574,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis23_aerRural_humdefault_sza45;SWHEAT_flux_tar15_vis23_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis23_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis23_aerRural_humdefault_sza45\spectral_flux.flx,6cb583cb71f029ca18f9d63c0ea209ac381c3aa3e4cebdadecfb8f6d51769a47;cc7e81b3647ac2540db18b207704fa0cabb769b1a7d219135558692a626f296e
1,SWHEAT_tar15_vis23_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,23,70,1171.13232685,14.1740933537,427.600461958,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis23_aerRural_humdefault_sza70;SWHEAT_flux_tar15_vis23_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis23_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis23_aerRural_humdefault_sza70\spectral_flux.flx,a924405100f1056a54fb4f44ce8b69a5846827d13c5b123537d995f559b1ee13;738f5c859d6c8868bebdc9d9a9e1ca0882b0a95e90629a38db0d9b75514e97e9
1,SWHEAT_tar15_vis50_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,50,20,1225.01979845,18.7209809539,1228.83564287,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis50_aerRural_humdefault_sza20;SWHEAT_flux_tar15_vis50_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis50_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis50_aerRural_humdefault_sza20\spectral_flux.flx,57587fdce5dc237a2abdf6ef48a5bd52b6d7923671b09b974127dec1ffbbe26e;5f27fe84baed726bacf8d5aa80ff529157cdfa0aa79d6da0b463cb577b858587
1,SWHEAT_tar15_vis50_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,50,45,1213.92949701,17.2822950334,916.323694574,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis50_aerRural_humdefault_sza45;SWHEAT_flux_tar15_vis50_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis50_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis50_aerRural_humdefault_sza45\spectral_flux.flx,5ee70d04b7311615f9b6c8460fbe956286e34a61511fc90eeb7ccbea0277a713;e0093be67b35d5baadaff79f2365cd0ada5e71a8a4e35e49fad924b5d5456210
1,SWHEAT_tar15_vis50_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,15,50,70,1171.13232685,14.0482508651,427.600461958,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar15_vis50_aerRural_humdefault_sza70;SWHEAT_flux_tar15_vis50_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar15_vis50_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar15_vis50_aerRural_humdefault_sza70\spectral_flux.flx,184c63f9d731f0cde09b5b3b53df9610eb8d7a2d9ffe7689c10e46d083dcabaf;22950b2eeddd4924914b9013cc824a4f01a4f52d570b56dc493933569d418422
1,SWHEAT_tar20_vis5_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,5,20,1239.92951421,8.73877667523,1243.76999965,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis5_aerRural_humdefault_sza20;SWHEAT_flux_tar20_vis5_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis5_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis5_aerRural_humdefault_sza20\spectral_flux.flx,77997f96464f2ffe178e2ab04b2610cc711336a6d9b73fa00c75937e0d4b4336;13e56889049a2452619964765ec0508ffe386ca9b4cce6d67ac036a3214f854b
1,SWHEAT_tar20_vis5_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,5,45,1232.98533997,8.29353813238,930.681094298,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis5_aerRural_humdefault_sza45;SWHEAT_flux_tar20_vis5_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis5_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis5_aerRural_humdefault_sza45\spectral_flux.flx,0fb3169589006e255260a16c1c2e7150672f28253eebb1735f4a947142f41887;5e064587dcfcffc36323ff329767a87b7786c6ea8d6806e35ad9afb73c5a1381
1,SWHEAT_tar20_vis5_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,5,70,1206.06689378,6.9894571975,440.339213653,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis5_aerRural_humdefault_sza70;SWHEAT_flux_tar20_vis5_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis5_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis5_aerRural_humdefault_sza70\spectral_flux.flx,fa9975dd525d5f6a53773873cfb61ac2e7558fc91575a4a54b708faef252e22a;098961b15d274c0cdb1dbf27fb3bcae7d70af71fb95269aa938978cc74c79a38
1,SWHEAT_tar20_vis23_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,23,20,1239.92951421,8.83666264239,1243.76999965,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis23_aerRural_humdefault_sza20;SWHEAT_flux_tar20_vis23_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis23_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis23_aerRural_humdefault_sza20\spectral_flux.flx,7c607f1724101f709668fd30355855828fb15f61d4656c80af539089ccd3cab1;c2945606fcbe8fc1e2ed4eb650878c1d6aa61c45b2c633dcf466bb45a331623a
1,SWHEAT_tar20_vis23_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,23,45,1232.98533997,8.26693082593,930.681094298,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis23_aerRural_humdefault_sza45;SWHEAT_flux_tar20_vis23_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis23_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis23_aerRural_humdefault_sza45\spectral_flux.flx,82c8b1da1ae8cf7f21221f11fd5217da8f89d42718a2fdba487acf51933b504e;c5b6ef1bb3129f55f23e6b770e7a22a334a72aea43715a02355619425432701c
1,SWHEAT_tar20_vis23_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,23,70,1206.06689378,6.9150233715,440.339213653,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis23_aerRural_humdefault_sza70;SWHEAT_flux_tar20_vis23_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis23_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis23_aerRural_humdefault_sza70\spectral_flux.flx,4d9bf313e0cfc6163bede9381a111b748d7d875874cbdac27fbfe91f5ddb0a4c;5afd4c498a19cf5d854b1ec2f666569826f5a682ca54ef6db517267c2773346d
1,SWHEAT_tar20_vis50_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,50,20,1239.92951421,8.8719608715,1243.76999965,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis50_aerRural_humdefault_sza20;SWHEAT_flux_tar20_vis50_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis50_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis50_aerRural_humdefault_sza20\spectral_flux.flx,ab8c39d6bcb2250191120143409fb1f416be5ee0a36d720ed99b29e716337ce0;c25bbfad9a73883a57bfffef7a3c2b2a0a22a7160799e35e11fd81e83e90f5c8
1,SWHEAT_tar20_vis50_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,50,45,1232.98533997,8.24605494196,930.681094298,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis50_aerRural_humdefault_sza45;SWHEAT_flux_tar20_vis50_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis50_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis50_aerRural_humdefault_sza45\spectral_flux.flx,31991b3bd89d8dd9bedc0a096b63d35a11b9ec920c291190dc93bbb54d444712;263d2930fa4fed5481eab0a1a0723496aca7c12b192c670f7d78f4154c5d1219
1,SWHEAT_tar20_vis50_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,20,50,70,1206.06689378,6.85807476669,440.339213653,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar20_vis50_aerRural_humdefault_sza70;SWHEAT_flux_tar20_vis50_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar20_vis50_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar20_vis50_aerRural_humdefault_sza70\spectral_flux.flx,044fd40f7706f8587f9dc610065ab126f7796130fdd09cf0ba03dd80db39126f;9a9ff28ed0351ef77ac1a7b01731e081ef0a44532329cefafc2428349b7d0b8d
